From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Transmembrane	Topological domain
WP_002893762.1	A0A4Z1E156	unreviewed	A0A4Z1E156_9STRE	Site-specific integrase	E5S68_06470	Streptococcus rubneri	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A074JC34	unreviewed	A0A074JC34_STRSL	Integrase	CKU37_04690 DL07_06660 GMC48_06900	Streptococcus salivarius	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A3P1S4N0	unreviewed	A0A3P1S4N0_STRSA	Site-specific integrase (Site-specific tyrosine recombinase XerS) (Tyrosine-type recombinase/integrase)	D8875_02945 D8879_06875 D8885_01570 D8886_09555 D8887_01500 EII39_07500 FOC72_00600	Streptococcus sanguinis	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A2I1TTA9	unreviewed	A0A2I1TTA9_STRPA	Integrase	CYK20_05725 GMC73_06650 GMC92_10650 GMC94_05480 GMC95_03395 KHX87_06850	Streptococcus parasanguinis	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A1F0ZSU9	unreviewed	A0A1F0ZSU9_9STRE	Integrase	HMPREF2917_09635	Streptococcus sp. HMSC061E03	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A428I0Y3	unreviewed	A0A428I0Y3_9STRE	Site-specific tyrosine recombinase XerS	D8783_01470	Streptococcus sp. A12	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A3A5S3G8	unreviewed	A0A3A5S3G8_9STRE	Site-specific integrase	DW738_06310	Streptococcus sp. AM28-20	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A0A3A5QF77	unreviewed	A0A3A5QF77_9STRE	Site-specific integrase	DW930_05885	Streptococcus sp. AM43-2AT	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	A3CQF0	unreviewed	A3CQF0_STRSV	Integrase/recombinase, phage integrase family, putative	SSA_2032	Streptococcus sanguinis (strain SK36)	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F0I3Z6	unreviewed	F0I3Z6_STRSA	Phage integrase family integrase/recombinase	int2 HMPREF9381_1886	Streptococcus sanguinis SK72	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F0ISN4	unreviewed	F0ISN4_STRSA	Phage integrase family integrase/recombinase	int2 HMPREF9384_0846	Streptococcus sanguinis SK160	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F2C8V5	unreviewed	F2C8V5_STRSA	Phage integrase family integrase/recombinase	int HMPREF9386_1667	Streptococcus sanguinis SK330	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F0FGR5	unreviewed	F0FGR5_STRSA	Tyr recombinase domain-containing protein	HMPREF9388_1898	Streptococcus sanguinis SK353	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F2CGE5	unreviewed	F2CGE5_STRSA	Phage integrase family integrase/recombinase	int2 HMPREF9391_1940	Streptococcus sanguinis SK408	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F3UD92	unreviewed	F3UD92_STRSA	Phage integrase family integrase/recombinase	int HMPREF9393_1499	Streptococcus sanguinis SK1056	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F3SLJ7	unreviewed	F3SLJ7_STRSA	Phage integrase family integrase/recombinase	int4 HMPREF9397_2020	Streptococcus sanguinis SK1087	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	F9PES1	unreviewed	F9PES1_9STRE	Site-specific recombinase, phage integrase domain protein	HMPREF1124_1957	Streptococcus infantis X	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002893762.1	K8MMS4	unreviewed	K8MMS4_9STRE	Tyr recombinase domain-containing protein	HMPREF9186_01564	Streptococcus sp. F0442	73	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002902247.1	A0A3R9HYA0	unreviewed	A0A3R9HYA0_STRSA	mRNA interferase YafQ (EC 3.1.-.-)	yafQ D8870_09150 D8885_01415 D8886_10790	Streptococcus sanguinis	92	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002902247.1	F0FQ09	unreviewed	F0FQ09_STRSA	Addiction module toxin, RelE/StbE family	HMPREF9392_0436	Streptococcus sanguinis SK678	92										
WP_002902245.1	F2CGH6	unreviewed	F2CGH6_STRSA	DNA-damage-inducibile protein	HMPREF9391_1971	Streptococcus sanguinis SK408	87	regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	GO:0006355							
WP_002902245.1	F0FQ08	unreviewed	F0FQ08_STRSA	Addiction module antitoxin, RelB/DinJ family	HMPREF9392_0435	Streptococcus sanguinis SK678	87	regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	GO:0006355							
WP_002902243.1	F2CGH8	unreviewed	F2CGH8_STRSA	Protein of hypothetical function DUF262	HMPREF9391_1973	Streptococcus sanguinis SK408	442										
WP_002902243.1	F0FQ06	unreviewed	F0FQ06_STRSA	DUF262 domain-containing protein	HMPREF9392_0433	Streptococcus sanguinis SK678	442										
WP_002902241.1	F2CGI0	unreviewed	F2CGI0_STRSA	Transcriptional regulator	HMPREF9391_1975	Streptococcus sanguinis SK408	315										
WP_002902241.1	F0FQ04	unreviewed	F0FQ04_STRSA	WYL domain-containing protein	HMPREF9392_0431	Streptococcus sanguinis SK678	315										
WP_002902240.1	F2CGI1	unreviewed	F2CGI1_STRSA	DNA mismatch repair protein MutS	mutS2 HMPREF9391_1976	Streptococcus sanguinis SK408	45										
WP_002902240.1	F0FQ03	unreviewed	F0FQ03_STRSA	Uncharacterized protein	HMPREF9392_0430	Streptococcus sanguinis SK678	45										
WP_002899631.1	F0FPD3	unreviewed	F0FPD3_STRSA	Septum formation initiator	HMPREF9392_0053	Streptococcus sanguinis SK678	122										
WP_002899634.1	A0A139P9W2	unreviewed	A0A139P9W2_9STRE	LXG domain-containing protein	STRDD11_00571	Streptococcus sp. DD11	126										
WP_002899634.1	F0IQK5	unreviewed	F0IQK5_STRSA	LXG domain-containing protein	HMPREF9384_0117	Streptococcus sanguinis SK160	126										
WP_002899634.1	F0FPD0	unreviewed	F0FPD0_STRSA	LXG domain-containing protein	HMPREF9392_0050	Streptococcus sanguinis SK678	126										
WP_002899639.1	F0IQL4	unreviewed	F0IQL4_STRSA	Phage protein	HMPREF9384_0126	Streptococcus sanguinis SK160	112										
WP_002899639.1	F2CHL1	unreviewed	F2CHL1_STRSA	DUF5082 domain-containing protein	HMPREF9391_2277	Streptococcus sanguinis SK408	112										
WP_002899640.1	F0IQL5	unreviewed	F0IQL5_STRSA	LXG domain-containing protein	HMPREF9384_0127	Streptococcus sanguinis SK160	730										
WP_002899642.1	F0IQL6	unreviewed	F0IQL6_STRSA	Lipoprotein	HMPREF9384_0128	Streptococcus sanguinis SK160	307										
WP_002899642.1	F2CHK9	unreviewed	F2CHK9_STRSA	Lipoprotein	HMPREF9391_2275	Streptococcus sanguinis SK408	307										
WP_002899644.1	F0IQL7	unreviewed	F0IQL7_STRSA	Uncharacterized protein	HMPREF9384_0129	Streptococcus sanguinis SK160	118										
WP_002899644.1	F2CHK8	unreviewed	F2CHK8_STRSA	Uncharacterized protein	HMPREF9391_2274	Streptococcus sanguinis SK408	118										
WP_002900034.1	A0A3P1S317	unreviewed	A0A3P1S317_STRSA	DUF5590 domain-containing protein	D8885_05535 EII39_08200	Streptococcus sanguinis	202										
WP_002900034.1	F2CBD4	unreviewed	F2CBD4_STRSA	Uncharacterized protein	HMPREF9391_0325	Streptococcus sanguinis SK408	202										
WP_002900034.1	F0FUC4	unreviewed	F0FUC4_STRSA	Uncharacterized protein	HMPREF9392_1553	Streptococcus sanguinis SK678	202										
WP_002900034.1	F2BR64	unreviewed	F2BR64_STRSA	Uncharacterized protein	HMPREF9394_0962	Streptococcus sanguinis SK1057	202										
WP_002900034.1	F3SGW0	unreviewed	F3SGW0_STRSA	Uncharacterized protein	HMPREF9397_0365	Streptococcus sanguinis SK1087	202										
WP_002900035.1	A0A3P1S311	unreviewed	A0A3P1S311_STRSA	Uncharacterized protein	D8885_05530 EII39_08195	Streptococcus sanguinis	452										
WP_002900035.1	F2CBD5	unreviewed	F2CBD5_STRSA	Uncharacterized protein	HMPREF9391_0326	Streptococcus sanguinis SK408	452										
WP_002900035.1	F0FUC3	unreviewed	F0FUC3_STRSA	Uncharacterized protein	HMPREF9392_1552	Streptococcus sanguinis SK678	452										
WP_002900035.1	F3SGW1	unreviewed	F3SGW1_STRSA	Uncharacterized protein	HMPREF9397_0366	Streptococcus sanguinis SK1087	452										
WP_002900036.1	A0A427ZGI2	unreviewed	A0A427ZGI2_STRSA	Uncharacterized protein	D8885_05525	Streptococcus sanguinis	101										
WP_002900036.1	F2CBD6	unreviewed	F2CBD6_STRSA	Uncharacterized protein	HMPREF9391_0327	Streptococcus sanguinis SK408	101										
WP_002900036.1	F0FUC2	unreviewed	F0FUC2_STRSA	Uncharacterized protein	HMPREF9392_1551	Streptococcus sanguinis SK678	101										
WP_002900036.1	F2BR66	unreviewed	F2BR66_STRSA	Uncharacterized protein	HMPREF9394_0964	Streptococcus sanguinis SK1057	101										
WP_002900036.1	F3SGW2	unreviewed	F3SGW2_STRSA	Uncharacterized protein	HMPREF9397_0367	Streptococcus sanguinis SK1087	101										
WP_002900038.1	A0A3P1S3I0	unreviewed	A0A3P1S3I0_STRSA	Uncharacterized protein	D8875_04540 D8885_05520 EII39_08185	Streptococcus sanguinis	110										
WP_002900038.1	F2CBD7	unreviewed	F2CBD7_STRSA	Uncharacterized protein	HMPREF9391_0328	Streptococcus sanguinis SK408	110										
WP_002900038.1	F0FUC1	unreviewed	F0FUC1_STRSA	Uncharacterized protein	HMPREF9392_1550	Streptococcus sanguinis SK678	110										
WP_002900038.1	F3SGQ0	unreviewed	F3SGQ0_STRSA	Uncharacterized protein	HMPREF9397_0368	Streptococcus sanguinis SK1087	110										
WP_002899915.1	F2CBA5	unreviewed	F2CBA5_STRSA	Phage integrase family integrase/recombinase	HMPREF9391_0218	Streptococcus sanguinis SK408	328	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002899915.1	F0FST3	unreviewed	F0FST3_STRSA	Site-specific recombinase, phage integrase family	HMPREF9392_1665	Streptococcus sanguinis SK678	328	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]						
WP_002899917.1	F0IW23	unreviewed	F0IW23_STRSA	Phage protein	HMPREF9384_2035	Streptococcus sanguinis SK160	154	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..29; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899754.1	F2CC32	unreviewed	F2CC32_STRSA	Transcriptional regulator TetR C-terminal Firmicutes type domain-containing protein	HMPREF9391_0060	Streptococcus sanguinis SK408	190										
WP_002899754.1	F0FT98	unreviewed	F0FT98_STRSA	Transcriptional regulator TetR C-terminal Firmicutes type domain-containing protein	HMPREF9392_1830	Streptococcus sanguinis SK678	190										
WP_002899756.1	F0FT97	unreviewed	F0FT97_STRSA	MATE efflux family protein	HMPREF9392_1829	Streptococcus sanguinis SK678	447	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]		GO:0015297; GO:0016020; GO:0042910	antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 12..32; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 52..77; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 89..113; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 133..154; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 166..186; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 192..211; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 232..258; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 264..283; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 314..337; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 357..378; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 390..410; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 416..434; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899758.1	F0IWL2	unreviewed	F0IWL2_STRSA	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	ogt2 HMPREF9384_2224	Streptococcus sanguinis SK160	99	methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA repair [GO:0006281]; methylation [GO:0032259]	DNA repair [GO:0006281]; methylation [GO:0032259]	GO:0003908; GO:0006281; GO:0032259	methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]						
WP_002899758.1	F0FT95	unreviewed	F0FT95_STRSA	6-O-methylguanine DNA methyltransferase, DNA binding domain protein (EC 2.1.1.63)	ogt2 HMPREF9392_1827	Streptococcus sanguinis SK678	99	methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA repair [GO:0006281]; methylation [GO:0032259]	DNA repair [GO:0006281]; methylation [GO:0032259]	GO:0003908; GO:0006281; GO:0032259	methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]						
WP_002900150.1	F0FU16	unreviewed	F0FU16_STRSA	Galectin domain-containing protein	HMPREF9392_1445	Streptococcus sanguinis SK678	195	carbohydrate binding [GO:0030246]		GO:0030246	carbohydrate binding [GO:0030246]						
WP_002900151.1	F0FU15	unreviewed	F0FU15_STRSA	Transporter, major facilitator family protein	HMPREF9392_1444	Streptococcus sanguinis SK678	467	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 42..61; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 73..92; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 98..119; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 131..153; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 159..181; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 193..211; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 223..242; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 263..286; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 298..319; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 326..345; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 357..377; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 389..410; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 430..451; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900152.1	F2CBI4	unreviewed	F2CBI4_STRSA	TetR/AcrR family transcriptional regulator	HMPREF9391_0444	Streptococcus sanguinis SK408	211	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002900152.1	F0FU14	unreviewed	F0FU14_STRSA	Transcriptional regulator, TetR family	HMPREF9392_1443	Streptococcus sanguinis SK678	211	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002900153.1	A0A3R9KXD0	unreviewed	A0A3R9KXD0_STRCR	TraX protein	D8792_04010	Streptococcus cristatus	242	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..28; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 48..66; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 78..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 101..118; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 130..157; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..183; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 190..208; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 220..241; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900153.1	F2CBI5	unreviewed	F2CBI5_STRSA	Conjugal transfer protein TraX	HMPREF9391_0445	Streptococcus sanguinis SK408	242	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..28; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 48..66; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 78..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 101..118; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 130..157; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..183; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 190..208; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 220..241; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900153.1	F0FU13	unreviewed	F0FU13_STRSA	Protein TraX	HMPREF9392_1442	Streptococcus sanguinis SK678	242	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..28; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 48..66; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 78..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 101..118; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 130..157; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..183; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 190..208; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 220..241; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002903046.1	F2CCG1	unreviewed	F2CCG1_STRSA	CAAX amino protease	HMPREF9391_0461	Streptococcus sanguinis SK408	147	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..34; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 40..60; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 72..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002903046.1	F0FTZ7	unreviewed	F0FTZ7_STRSA	Uncharacterized protein	HMPREF9392_1426	Streptococcus sanguinis SK678	147	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..34; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 40..60; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 72..95; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900191.1	F0FTY3	unreviewed	F0FTY3_STRSA	Uncharacterized protein	HMPREF9392_1412	Streptococcus sanguinis SK678	175	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..69; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 101..119; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900193.1	A0A428ADG6	unreviewed	A0A428ADG6_STRSA	Uncharacterized protein	D8875_10555	Streptococcus sanguinis	184										
WP_002900193.1	F0FTY1	unreviewed	F0FTY1_STRSA	Uncharacterized protein	HMPREF9392_1410	Streptococcus sanguinis SK678	184										
WP_002900194.1	A0A3R9FZ54	unreviewed	A0A3R9FZ54_STRSA	Uncharacterized protein	D8875_10550	Streptococcus sanguinis	190										
WP_002900194.1	F0FTY0	unreviewed	F0FTY0_STRSA	Uncharacterized protein	HMPREF9392_1409	Streptococcus sanguinis SK678	190										
WP_002902216.1	F0ISI3	unreviewed	F0ISI3_STRSA	YxeA family protein	HMPREF9384_0795	Streptococcus sanguinis SK160	136										
WP_002902216.1	F2CGJ4	unreviewed	F2CGJ4_STRSA	YxeA family protein	HMPREF9391_1989	Streptococcus sanguinis SK408	136										
WP_002902216.1	F0FPY1	unreviewed	F0FPY1_STRSA	YxeA family protein	HMPREF9392_0408	Streptococcus sanguinis SK678	136										
WP_002902215.1	A0A3R9I8X2	unreviewed	A0A3R9I8X2_STRSA	Uncharacterized protein	D8889_08505	Streptococcus sanguinis	106										
WP_002902215.1	F0ISI2	unreviewed	F0ISI2_STRSA	DUF4176 domain-containing protein	HMPREF9384_0794	Streptococcus sanguinis SK160	106										
WP_002902215.1	F2CGJ5	unreviewed	F2CGJ5_STRSA	DUF4176 domain-containing protein	HMPREF9391_1990	Streptococcus sanguinis SK408	106										
WP_002902215.1	F0FPY0	unreviewed	F0FPY0_STRSA	DUF4176 domain-containing protein	HMPREF9392_0407	Streptococcus sanguinis SK678	106										
WP_002902213.1	F0ISI0	unreviewed	F0ISI0_STRSA	Energy transducer TonB	HMPREF9384_0792	Streptococcus sanguinis SK160	120										
WP_002902213.1	F2CGJ7	unreviewed	F2CGJ7_STRSA	Energy transducer TonB	HMPREF9391_1992	Streptococcus sanguinis SK408	120										
WP_002902213.1	F0FPX8	unreviewed	F0FPX8_STRSA	Energy transducer TonB	HMPREF9392_0405	Streptococcus sanguinis SK678	120										
WP_002902212.1	F0ISH9	unreviewed	F0ISH9_STRSA	Type VII secretion effector	HMPREF9384_0791	Streptococcus sanguinis SK160	90										
WP_002902212.1	F2CGJ8	unreviewed	F2CGJ8_STRSA	Type VII secretion effector	HMPREF9391_1993	Streptococcus sanguinis SK408	90										
WP_002902212.1	F0FPX7	unreviewed	F0FPX7_STRSA	TIGR04197 family type VII secretion effector	HMPREF9392_0404	Streptococcus sanguinis SK678	90										
WP_002900407.1	F0FRD2	unreviewed	F0FRD2_STRSA	histidine kinase (EC 2.7.13.3)	HMPREF9392_1229	Streptococcus sanguinis SK678	344	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]		GO:0000155; GO:0016020	phosphorelay sensor kinase activity [GO:0000155]	membrane [GO:0016020]				TRANSMEM 6..26; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 38..62; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_011836929.1	A0A427ZU22	unreviewed	A0A427ZU22_STRSA	Response regulator SaeR	saeR D8882_06135	Streptococcus sanguinis	232	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355	DNA binding [GO:0003677]						
WP_011836929.1	A3CMW9	unreviewed	A3CMW9_STRSV	Two-component response transcriptional regulator (CheY-like receiver domain and a winged-helix DNA-binding domains), putative	SSA_1113	Streptococcus sanguinis (strain SK36)	232	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	phosphorelay signal transduction system [GO:0000160]; regulation of DNA-templated transcription [GO:0006355]	GO:0000160; GO:0003677; GO:0006355	DNA binding [GO:0003677]						
