Accession	Begin	End	Chromosome	Name	Transcript name	Locus tag
S.sanguinisNZ_GL872311.1	440445	441185		amino acid ABC transporter ATP-binding protein		HMPREF9390_RS08070
S.sanguinisNZ_GL872311.1	441185	443353		ABC transporter substrate-binding protein/permease		HMPREF9390_RS08065
S.sanguinisNZ_GL872311.1	443549	444484		type II CAAX endopeptidase family protein		HMPREF9390_RS08060
S.sanguinisNZ_GL872311.1	444561	445508		type II CAAX endopeptidase family protein		HMPREF9390_RS08055
S.sanguinisNZ_GL872311.1	445670	447658		excinuclease ABC subunit UvrB		HMPREF9390_RS08050
S.sanguinisNZ_GL872311.1	447681	448178		GNAT family N-acetyltransferase		HMPREF9390_RS08045
S.sanguinisNZ_GL872311.1	448214	448759		DUF1697 domain-containing protein		HMPREF9390_RS08040
S.sanguinisNZ_GL872311.1	448749	449286		uncharacterized gene		HMPREF9390_RS11885
S.sanguinisNZ_GL872311.1	449264	449707		hypothetical protein		HMPREF9390_RS08035
S.sanguinisNZ_GL872311.1	449731	450198		8-oxo-dGTP diphosphatase		HMPREF9390_RS08030
S.sanguinisNZ_GL872311.1	450252	450539		hypothetical protein		HMPREF9390_RS08025
S.sanguinisNZ_GL872311.1	450662	451192		transcription repressor NadR		HMPREF9390_RS08020
S.sanguinisNZ_GL872311.1	451213	451737		ECF transporter S component		HMPREF9390_RS08015
S.sanguinisNZ_GL872311.1	452012	452350		zinc ribbon domain-containing protein YjdM		HMPREF9390_RS08010
S.sanguinisNZ_GL872311.1	452358	452990		Pr6Pr family membrane protein		HMPREF9390_RS08005
S.sanguinisNZ_GL872311.1	453260	453778		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR		HMPREF9390_RS08000
S.sanguinisNZ_GL872311.1	453787	455070		NCS2 family nucleobase:cation symporter		HMPREF9390_RS07995
S.sanguinisNZ_GL872311.1	455178	456095		aspartate carbamoyltransferase catalytic subunit		HMPREF9390_RS07990
S.sanguinisNZ_GL872311.1	456210	457286		carbamoyl phosphate synthase small subunit		HMPREF9390_RS07985
S.sanguinisNZ_GL872311.1	457310	460489		carbamoyl-phosphate synthase large subunit		HMPREF9390_RS07980
S.sanguinisNZ_GL872311.1	460771	461709		zinc ABC transporter substrate-binding protein		HMPREF9390_RS07975
S.sanguinisNZ_GL872311.1	461719	465270		pneumococcal-type histidine triad protein		HMPREF9390_RS07970
S.sanguinisNZ_GL872311.1	465424	465951		hypothetical protein		HMPREF9390_RS07965
S.sanguinisNZ_GL872311.1	466212	466766		NAD glycohydrolase inhibitor		HMPREF9390_RS07960
S.sanguinisNZ_GL872311.1	466807	467379		hypothetical protein		HMPREF9390_RS07955
S.sanguinisNZ_GL872311.1	467426	468649		peptidase T		HMPREF9390_RS07950
S.sanguinisNZ_GL872311.1	468788	469558		SDR family NAD(P)-dependent oxidoreductase		HMPREF9390_RS07945
S.sanguinisNZ_GL872311.1	469530	470702		glycosyltransferase		HMPREF9390_RS07940
S.sanguinisNZ_GL872311.1	470695	471342		hypothetical protein		HMPREF9390_RS07935
S.sanguinisNZ_GL872311.1	471311	472594		glycosyltransferase		HMPREF9390_RS07930
S.sanguinisNZ_GL872311.1	472790	473884		ferrochelatase		HMPREF9390_RS07925
S.sanguinisNZ_GL872311.1	473936	474301		TIGR02328 family protein		HMPREF9390_RS07920
S.sanguinisNZ_GL872311.1	474670	475245		NADPH-dependent F420 reductase		HMPREF9390_RS07915
S.sanguinisNZ_GL872311.1	475329	476144		Cof-type HAD-IIB family hydrolase		HMPREF9390_RS07910
S.sanguinisNZ_GL872311.1	476267	478090		translation elongation factor 4		HMPREF9390_RS07905
S.sanguinisNZ_GL872311.1	478133	478762		hypothetical protein		HMPREF9390_RS07900
S.sanguinisNZ_GL872311.1	479091	479882		nicotinamide riboside transporter PnuC		HMPREF9390_RS07895
S.sanguinisNZ_GL872311.1	479987	480631		hypothetical protein		HMPREF9390_RS07890
S.sanguinisNZ_GL872311.1	480799	481293		YkgJ family cysteine cluster protein		HMPREF9390_RS07885
S.sanguinisNZ_GL872311.1	481492	482325		AraC family transcriptional regulator		HMPREF9390_RS07880
S.sanguinisNZ_GL872311.1	482379	483293		hypothetical protein		HMPREF9390_RS07875
S.sanguinisNZ_GL872311.1	483400	483621		uncharacterized gene		HMPREF9390_RS11335
S.sanguinisNZ_GL872311.1	484319	484933		hypothetical protein		HMPREF9390_RS07870
S.sanguinisNZ_GL872311.1	484964	485653		YjjG family noncanonical pyrimidine nucleotidase		HMPREF9390_RS07865
S.sanguinisNZ_GL872311.1	485665	486492		hypothetical protein		HMPREF9390_RS07860
S.sanguinisNZ_GL872311.1	486621	486893		30S ribosomal protein S16		HMPREF9390_RS07855
S.sanguinisNZ_GL872311.1	486913	487152		RNA-binding protein KphA		HMPREF9390_RS07850
S.sanguinisNZ_GL872311.1	487405	487956		hypothetical protein		HMPREF9390_RS07845
S.sanguinisNZ_GL872311.1	487953	489302		potassium transporter Trk		HMPREF9390_RS07840
S.sanguinisNZ_GL872311.1	489313	489978		TrkA family potassium uptake protein		HMPREF9390_RS07835
S.sanguinisNZ_GL872311.1	490144	490665		GNAT family N-acetyltransferase		HMPREF9390_RS07830
S.sanguinisNZ_GL872311.1	490587	490898		VOC family protein		HMPREF9390_RS11340
S.sanguinisNZ_GL872311.1	491146	491931		alpha/beta hydrolase		HMPREF9390_RS07825
S.sanguinisNZ_GL872311.1	492040	492498		hypothetical protein		HMPREF9390_RS07820
S.sanguinisNZ_GL872311.1	492697	493215		ribosome maturation factor RimM		HMPREF9390_RS07815
S.sanguinisNZ_GL872311.1	493205	493927		tRNA (guanosine(37)-N1)-methyltransferase TrmD		HMPREF9390_RS07810
S.sanguinisNZ_GL872311.1	494118	496679		CAP domain-containing protein		HMPREF9390_RS07805
S.sanguinisNZ_GL872311.1	496842	497678		sugar ABC transporter permease		HMPREF9390_RS07800
S.sanguinisNZ_GL872311.1	497678	499036		sugar ABC transporter permease		HMPREF9390_RS07795
S.sanguinisNZ_GL872311.1	499118	500374		extracellular solute-binding protein		HMPREF9390_RS07790
S.sanguinisNZ_GL872311.1	500739	502574		excinuclease ABC subunit UvrC		HMPREF9390_RS07785
S.sanguinisNZ_GL872311.1	502662	503135		DUF4274 domain-containing protein		HMPREF9390_RS07780
S.sanguinisNZ_GL872311.1	503231	504031		uncharacterized gene		HMPREF9390_RS07775
S.sanguinisNZ_GL872311.1	504203	504808		nitroreductase family protein		HMPREF9390_RS07770
S.sanguinisNZ_GL872311.1	504878	506284		dipeptidase PepV		HMPREF9390_RS07765
S.sanguinisNZ_GL872311.1	506338	506922		uracil-DNA glycosylase family protein		HMPREF9390_RS07760
S.sanguinisNZ_GL872311.1	506935	507423		prolyl-tRNA synthetase associated domain-containing protein		HMPREF9390_RS07755
S.sanguinisNZ_GL872311.1	507673	508635		zinc-binding alcohol dehydrogenase family protein		HMPREF9390_RS07750
S.sanguinisNZ_GL872311.1	508628	508942		rhodanese-like domain-containing protein		HMPREF9390_RS07745
S.sanguinisNZ_GL872311.1	509041	510105		hypothetical protein		HMPREF9390_RS07740
S.sanguinisNZ_GL872311.1	510121	511851		hypothetical protein		HMPREF9390_RS07735
S.sanguinisNZ_GL872311.1	511862	512650		LD-carboxypeptidase LdcB/DacB		HMPREF9390_RS07730
S.sanguinisNZ_GL872311.1	512680	512970		cupin domain-containing protein		HMPREF9390_RS07725
S.sanguinisNZ_GL872311.1	513674	515611		cell wall protein		HMPREF9390_RS07720
S.sanguinisNZ_GL872311.1	515820	516062		type B 50S ribosomal protein L31		HMPREF9390_RS07715
S.sanguinisNZ_GL872311.1	516170	517105		bifunctional oligoribonuclease/PAP phosphatase NrnA		HMPREF9390_RS07710
S.sanguinisNZ_GL872311.1	517211	517651		flavodoxin		HMPREF9390_RS07705
S.sanguinisNZ_GL872311.1	517776	519158		Fe-S cluster assembly protein SufB		HMPREF9390_RS07700
S.sanguinisNZ_GL872311.1	519705	519968		chorismate mutase		HMPREF9390_RS07695
S.sanguinisNZ_GL872311.1	519968	520342		fluoride efflux transporter CrcB		HMPREF9390_RS07690
S.sanguinisNZ_GL872311.1	520339	520665		fluoride efflux transporter CrcB		HMPREF9390_RS07685
S.sanguinisNZ_GL872311.1	520785	521132		50S ribosomal protein L19		HMPREF9390_RS07680
S.sanguinisNZ_GL872311.1	521173	521244		uncharacterized gene		HMPREF9390_RS07675
S.sanguinisNZ_GL872311.1	521173	521244		tRNA-Arg		HMPREF9390_RS07675
S.sanguinisNZ_GL872311.1	521295	522011		alpha/beta hydrolase		HMPREF9390_RS07670
S.sanguinisNZ_GL872311.1	522156	522683		hypothetical protein		HMPREF9390_RS07665
S.sanguinisNZ_GL872311.1	522832	524205		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE		HMPREF9390_RS07660
S.sanguinisNZ_GL872311.1	524383	525060		ribose-5-phosphate isomerase RpiA		HMPREF9390_RS07655
S.sanguinisNZ_GL872311.1	525074	526285		phosphopentomutase		HMPREF9390_RS07650
S.sanguinisNZ_GL872311.1	526315	527127		purine-nucleoside phosphorylase		HMPREF9390_RS07645
S.sanguinisNZ_GL872311.1	527410	528129		purine-nucleoside phosphorylase		HMPREF9390_RS07640
S.sanguinisNZ_GL872311.1	528120	528881		hypothetical protein		HMPREF9390_RS07635
S.sanguinisNZ_GL872311.1	528893	529624		NAD-dependent protein deacylase		HMPREF9390_RS07630
S.sanguinisNZ_GL872311.1	529667	530575		LysR family transcriptional regulator		HMPREF9390_RS07625
S.sanguinisNZ_GL872311.1	530822	531667		hypothetical protein		HMPREF9390_RS07620
S.sanguinisNZ_GL872311.1	531708	532664		hypothetical protein		HMPREF9390_RS07615
S.sanguinisNZ_GL872311.1	532872	533678		dihydroorotate dehydrogenase electron transfer subunit		HMPREF9390_RS07610
S.sanguinisNZ_GL872311.1	533690	534628		dihydroorotate dehydrogenase		HMPREF9390_RS07605
S.sanguinisNZ_GL872311.1	534877	535569		orotidine-5'-phosphate decarboxylase		HMPREF9390_RS07600
S.sanguinisNZ_GL872311.1	535649	536278		orotate phosphoribosyltransferase		HMPREF9390_RS07595
S.sanguinisNZ_GL872311.1	536390	537928		glycosyltransferase family 39 protein		HMPREF9390_RS07590
S.sanguinisNZ_GL872311.1	537925	538677		DUF4336 domain-containing protein		HMPREF9390_RS07585
S.sanguinisNZ_GL872311.1	538713	539366		uracil-DNA glycosylase		HMPREF9390_RS07580
S.sanguinisNZ_GL872311.1	539375	539839		8-oxo-dGTP diphosphatase		HMPREF9390_RS07575
S.sanguinisNZ_GL872311.1	539852	541120		dihydroorotase		HMPREF9390_RS07570
S.sanguinisNZ_GL872311.1	541284	543443		cell surface ecto-5'-nucleotidase Nt5e		HMPREF9390_RS07565
S.sanguinisNZ_GL872311.1	543483	544133		glycerol-3-phosphate 1-O-acyltransferase PlsY		HMPREF9390_RS07560
S.sanguinisNZ_GL872311.1	544324	546267		DNA topoisomerase IV subunit B		HMPREF9390_RS07555
S.sanguinisNZ_GL872311.1	546357	548177		DUF262 domain-containing protein		HMPREF9390_RS07550
S.sanguinisNZ_GL872311.1	548339	548912		uncharacterized gene		HMPREF9390_RS11825
S.sanguinisNZ_GL872311.1	549010	549522		hypothetical protein		HMPREF9390_RS07535
S.sanguinisNZ_GL872311.1	549512	550381		aminoglycoside 6-adenylyltransferase		HMPREF9390_RS07530
S.sanguinisNZ_GL872311.1	550362	551096		type II CAAX endopeptidase family protein		HMPREF9390_RS07525
S.sanguinisNZ_GL872311.1	551149	553599		DNA topoisomerase IV subunit A		HMPREF9390_RS07520
S.sanguinisNZ_GL872311.1	553774	554793		branched-chain amino acid aminotransferase		HMPREF9390_RS07515
S.sanguinisNZ_GL872311.1	554898	555128		DUF2969 domain-containing protein		HMPREF9390_RS07510
S.sanguinisNZ_GL872311.1	555178	555258		uncharacterized gene		HMPREF9390_RS07505
S.sanguinisNZ_GL872311.1	555178	555258		tRNA-Tyr		HMPREF9390_RS07505
S.sanguinisNZ_GL872311.1	555272	555343		uncharacterized gene		HMPREF9390_RS07500
S.sanguinisNZ_GL872311.1	555272	555343		tRNA-Gln		HMPREF9390_RS07500
S.sanguinisNZ_GL872311.1	555507	556709		30S ribosomal protein S1		HMPREF9390_RS07495
S.sanguinisNZ_GL872311.1	556797	556868		uncharacterized gene		HMPREF9390_RS07490
S.sanguinisNZ_GL872311.1	556797	556868		tRNA-Arg		HMPREF9390_RS07490
S.sanguinisNZ_GL872311.1	556926	557342		NUDIX hydrolase		HMPREF9390_RS07485
S.sanguinisNZ_GL872311.1	557388	558374		L-lactate dehydrogenase		HMPREF9390_RS07480
S.sanguinisNZ_GL872311.1	558569	561028		DNA gyrase subunit A		HMPREF9390_RS07475
S.sanguinisNZ_GL872311.1	561043	561786		class A sortase		HMPREF9390_RS07470
S.sanguinisNZ_GL872311.1	561907	562590		DNA repair protein RadC		HMPREF9390_RS07465
S.sanguinisNZ_GL872311.1	562659	563351		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein		HMPREF9390_RS07460
S.sanguinisNZ_GL872311.1	563376	564023		redox-sensing transcriptional repressor Rex		HMPREF9390_RS07455
S.sanguinisNZ_GL872311.1	564147	564368		DUF4649 family protein		HMPREF9390_RS07450
S.sanguinisNZ_GL872311.1	564491	564838		DUF1831 domain-containing protein		HMPREF9390_RS07445
S.sanguinisNZ_GL872311.1	564840	565982		cysteine desulfurase family protein		HMPREF9390_RS07440
S.sanguinisNZ_GL872311.1	565963	566919		ribose-phosphate diphosphokinase		HMPREF9390_RS07435
S.sanguinisNZ_GL872311.1	567054	567623		CYTH domain-containing protein		HMPREF9390_RS07430
S.sanguinisNZ_GL872311.1	567713	568384		GTP pyrophosphokinase family protein		HMPREF9390_RS07425
S.sanguinisNZ_GL872311.1	568359	569186		NAD kinase		HMPREF9390_RS07420
S.sanguinisNZ_GL872311.1	569183	570070		RluA family pseudouridine synthase		HMPREF9390_RS07415
S.sanguinisNZ_GL872311.1	570094	571071		phosphate acetyltransferase		HMPREF9390_RS07410
S.sanguinisNZ_GL872311.1	571137	572297		A/G-specific adenine glycosylase		HMPREF9390_RS07405
S.sanguinisNZ_GL872311.1	572337	572690		thiol reductase thioredoxin		HMPREF9390_RS07400
S.sanguinisNZ_GL872311.1	572815	574533		phospho-sugar mutase		HMPREF9390_RS07395
S.sanguinisNZ_GL872311.1	574771	575334		ECF transporter S component		HMPREF9390_RS07390
S.sanguinisNZ_GL872311.1	575318	575869		phosphopantothenoylcysteine decarboxylase		HMPREF9390_RS07385
S.sanguinisNZ_GL872311.1	575881	576564		phosphopantothenate--cysteine ligase		HMPREF9390_RS07380
S.sanguinisNZ_GL872311.1	576779	578449		formate--tetrahydrofolate ligase		HMPREF9390_RS07375
S.sanguinisNZ_GL872311.1	578526	579059		GNAT family N-acetyltransferase		HMPREF9390_RS07370
S.sanguinisNZ_GL872311.1	579056	579667		DUF5052 family protein		HMPREF9390_RS07365
S.sanguinisNZ_GL872311.1	579671	580324		DNA alkylation repair protein		HMPREF9390_RS07360
S.sanguinisNZ_GL872311.1	580321	580845		GNAT family N-acetyltransferase		HMPREF9390_RS07355
S.sanguinisNZ_GL872311.1	581179	581331		hypothetical protein		HMPREF9390_RS11350
S.sanguinisNZ_GL872311.1	581522	582598		aspartate-semialdehyde dehydrogenase		HMPREF9390_RS07345
S.sanguinisNZ_GL872311.1	582678	583613		4-hydroxy-tetrahydrodipicolinate synthase		HMPREF9390_RS07340
S.sanguinisNZ_GL872311.1	583674	584273		hypothetical protein		HMPREF9390_RS07335
S.sanguinisNZ_GL872311.1	584569	584907		ATP cone domain-containing protein		HMPREF9390_RS07330
S.sanguinisNZ_GL872311.1	585049	585900		ribosome biogenesis GTPase YlqF		HMPREF9390_RS07325
S.sanguinisNZ_GL872311.1	585887	586651		ribonuclease HII		HMPREF9390_RS07320
S.sanguinisNZ_GL872311.1	586669	587511		PRD domain-containing protein		HMPREF9390_RS07315
S.sanguinisNZ_GL872311.1	587487	588053		sugar O-acetyltransferase		HMPREF9390_RS07310
S.sanguinisNZ_GL872311.1	588173	589015		DNA-processing protein DprA		HMPREF9390_RS07305
S.sanguinisNZ_GL872311.1	589100	591193		type I DNA topoisomerase		HMPREF9390_RS07300
S.sanguinisNZ_GL872311.1	591252	591747		uncharacterized gene		HMPREF9390_RS07295
S.sanguinisNZ_GL872311.1	591841	593175		methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO		HMPREF9390_RS07290
S.sanguinisNZ_GL872311.1	593291	594115		alpha/beta hydrolase		HMPREF9390_RS07285
S.sanguinisNZ_GL872311.1	594148	594888		alpha/beta hydrolase-fold protein		HMPREF9390_RS07280
S.sanguinisNZ_GL872311.1	594901	596067		ATP-grasp domain-containing protein		HMPREF9390_RS07275
S.sanguinisNZ_GL872311.1	596290	597258		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha		HMPREF9390_RS07270
S.sanguinisNZ_GL872311.1	597277	598269		alpha-ketoacid dehydrogenase subunit beta		HMPREF9390_RS07265
S.sanguinisNZ_GL872311.1	598950	599993		dihydrolipoamide acetyltransferase		HMPREF9390_RS07260
S.sanguinisNZ_GL872311.1	600072	601778		dihydrolipoyl dehydrogenase		HMPREF9390_RS07255
S.sanguinisNZ_GL872311.1	601845	602834		lipoate--protein ligase		HMPREF9390_RS07250
S.sanguinisNZ_GL872311.1	603001	603639		hypothetical protein		HMPREF9390_RS07245
S.sanguinisNZ_GL872311.1	603726	604796		tyrosine recombinase XerS		HMPREF9390_RS07240
S.sanguinisNZ_GL872311.1	604990	605433		MepB family protein		HMPREF9390_RS07235
S.sanguinisNZ_GL872311.1	605486	606286		alpha/beta hydrolase		HMPREF9390_RS07230
S.sanguinisNZ_GL872311.1	606359	607933		signal recognition particle protein		HMPREF9390_RS07225
S.sanguinisNZ_GL872311.1	607962	608177		hypothetical protein		HMPREF9390_RS07220
S.sanguinisNZ_GL872311.1	608180	608512		putative DNA-binding protein		HMPREF9390_RS07215
S.sanguinisNZ_GL872311.1	608665	609363		GntR family transcriptional regulator		HMPREF9390_RS07210
S.sanguinisNZ_GL872311.1	609602	611164		glutamine-hydrolyzing GMP synthase		HMPREF9390_RS07205
S.sanguinisNZ_GL872311.1	611374	612408		hypothetical protein		HMPREF9390_RS07200
S.sanguinisNZ_GL872311.1	612485	612757		methylase		HMPREF9390_RS07195
S.sanguinisNZ_GL872311.1	612942	614282		hypothetical protein		HMPREF9390_RS07190
S.sanguinisNZ_GL872311.1	614566	615051		helix-turn-helix transcriptional regulator		HMPREF9390_RS07185
S.sanguinisNZ_GL872311.1	615198	615518		hypothetical protein		HMPREF9390_RS07180
S.sanguinisNZ_GL872311.1	615518	616603		AAA family ATPase		HMPREF9390_RS07175
S.sanguinisNZ_GL872311.1	616603	617214		hypothetical protein		HMPREF9390_RS07170
S.sanguinisNZ_GL872311.1	617345	617941		replication protein		HMPREF9390_RS07165
S.sanguinisNZ_GL872311.1	617934	618137		DUF3173 domain-containing protein		HMPREF9390_RS07160
S.sanguinisNZ_GL872311.1	618152	619387		tyrosine-type recombinase/integrase		HMPREF9390_RS07155
S.sanguinisNZ_GL872311.1	619541	620521		DUF1002 domain-containing protein		HMPREF9390_RS07150
S.sanguinisNZ_GL872311.1	620797	621651		alpha/beta hydrolase		HMPREF9390_RS07145
S.sanguinisNZ_GL872311.1	621766	622368		lysozyme family protein		HMPREF9390_RS07140
S.sanguinisNZ_GL872311.1	622368	623342		nucleoid-associated protein		HMPREF9390_RS07135
S.sanguinisNZ_GL872311.1	623344	624606		serine hydroxymethyltransferase		HMPREF9390_RS07130
S.sanguinisNZ_GL872311.1	624654	625244		L-threonylcarbamoyladenylate synthase		HMPREF9390_RS07125
S.sanguinisNZ_GL872311.1	625237	626067		peptide chain release factor N(5)-glutamine methyltransferase		HMPREF9390_RS07120
S.sanguinisNZ_GL872311.1	626067	627146		peptide chain release factor 1		HMPREF9390_RS07115
S.sanguinisNZ_GL872311.1	627183	627755		thymidine kinase		HMPREF9390_RS07110
S.sanguinisNZ_GL872311.1	627861	628061		4-oxalocrotonate tautomerase		HMPREF9390_RS07105
S.sanguinisNZ_GL872311.1	628149	629408		dihydrolipoamide acetyltransferase family protein		HMPREF9390_RS07100
S.sanguinisNZ_GL872311.1	629422	630453		alpha-ketoacid dehydrogenase subunit beta		HMPREF9390_RS07095
S.sanguinisNZ_GL872311.1	630472	631545		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha		HMPREF9390_RS07090
S.sanguinisNZ_GL872311.1	631561	632901		dihydrolipoyl dehydrogenase		HMPREF9390_RS07085
S.sanguinisNZ_GL872311.1	633112	634053		uncharacterized gene		HMPREF9390_RS07080
S.sanguinisNZ_GL872311.1	634169	635512		MATE family efflux transporter		HMPREF9390_RS07075
S.sanguinisNZ_GL872311.1	635627	636208		xanthine phosphoribosyltransferase		HMPREF9390_RS07070
S.sanguinisNZ_GL872311.1	636274	636462		twin-arginine translocase TatA/TatE family subunit		HMPREF9390_RS07065
S.sanguinisNZ_GL872311.1	636462	637178		twin-arginine translocase subunit TatC		HMPREF9390_RS07060
S.sanguinisNZ_GL872311.1	637171	638871		FTR1 family iron permease		HMPREF9390_RS07055
S.sanguinisNZ_GL872311.1	638849	640057		iron uptake transporter deferrochelatase/peroxidase subunit		HMPREF9390_RS07050
S.sanguinisNZ_GL872311.1	640062	640934		EfeM/EfeO family lipoprotein		HMPREF9390_RS07045
S.sanguinisNZ_GL872311.1	641053	642609		ClC family H(+)/Cl(-) exchange transporter		HMPREF9390_RS07040
S.sanguinisNZ_GL872311.1	642759	644135		FAD-dependent oxidoreductase		HMPREF9390_RS07035
S.sanguinisNZ_GL872311.1	644394	645329		FAD:protein FMN transferase		HMPREF9390_RS07030
S.sanguinisNZ_GL872311.1	645499	646104		NAD(P)H-dependent oxidoreductase		HMPREF9390_RS07025
S.sanguinisNZ_GL872311.1	646122	647372		NAD(P)H-dependent oxidoreductase		HMPREF9390_RS07020
S.sanguinisNZ_GL872311.1	647423	647998		thiol-disulfide oxidoreductase-associated lipoprotein SdbB		HMPREF9390_RS07015
S.sanguinisNZ_GL872311.1	648013	648720		thiol-disulfide oxidoreductase-associated membrane protein CcdA2		HMPREF9390_RS07010
S.sanguinisNZ_GL872311.1	648943	650646		sensor histidine kinase		HMPREF9390_RS07005
S.sanguinisNZ_GL872311.1	650643	651377		response regulator		HMPREF9390_RS07000
S.sanguinisNZ_GL872311.1	651437	652546		peptide-methionine (R)-S-oxide reductase MsrB		HMPREF9390_RS06995
S.sanguinisNZ_GL872311.1	652562	653125		redoxin family protein		HMPREF9390_RS06990
S.sanguinisNZ_GL872311.1	653196	653516		hypothetical protein		HMPREF9390_RS06985
S.sanguinisNZ_GL872311.1	653544	654254		thiol-disulfide oxidoreductase-associated membrane protein CcdA2		HMPREF9390_RS06980
S.sanguinisNZ_GL872311.1	654397	655431		HAMP domain-containing sensor histidine kinase		HMPREF9390_RS06975
S.sanguinisNZ_GL872311.1	655428	656126		response regulator transcription factor		HMPREF9390_RS06970
S.sanguinisNZ_GL872311.1	656210	657838		YSIRK signal domain/LPXTG anchor domain surface protein		HMPREF9390_RS06965
S.sanguinisNZ_GL872311.1	658059	659387		branched-chain amino acid transport system II carrier protein		HMPREF9390_RS06960
S.sanguinisNZ_GL872311.1	659789	660343		GNAT family N-acetyltransferase		HMPREF9390_RS06955
S.sanguinisNZ_GL872311.1	660398	662176		ABC transporter ATP-binding protein		HMPREF9390_RS06950
S.sanguinisNZ_GL872311.1	662190	663926		ABC transporter ATP-binding protein		HMPREF9390_RS06945
S.sanguinisNZ_GL872311.1	664295	669859		ZmpA/ZmpB/ZmpC family metallo-endopeptidase		HMPREF9390_RS06940
S.sanguinisNZ_GL872311.1	670061	670465		SMI1/KNR4 family protein		HMPREF9390_RS06935
S.sanguinisNZ_GL872311.1	670465	671040		HNH/ENDO VII family nuclease		HMPREF9390_RS06930
S.sanguinisNZ_GL872311.1	671037	674426		ATP-binding protein		HMPREF9390_RS06925
S.sanguinisNZ_GL872311.1	674454	676922		dynamin family protein		HMPREF9390_RS06920
S.sanguinisNZ_GL872311.1	677064	677432		50S ribosomal protein L7/L12		HMPREF9390_RS06915
S.sanguinisNZ_GL872311.1	677506	678006		50S ribosomal protein L10		HMPREF9390_RS06910
S.sanguinisNZ_GL872311.1	678289	678912		hypothetical protein		HMPREF9390_RS06905
S.sanguinisNZ_GL872311.1	679121	679837		hypothetical protein		HMPREF9390_RS06900
S.sanguinisNZ_GL872311.1	680500	681297		formate/nitrite transporter family protein		HMPREF9390_RS06895
S.sanguinisNZ_GL872311.1	681412	682359		homocysteine S-methyltransferase		HMPREF9390_RS06890
S.sanguinisNZ_GL872311.1	682369	683778		amino acid permease		HMPREF9390_RS06885
S.sanguinisNZ_GL872311.1	683913	684611		glucosaminidase domain-containing protein		HMPREF9390_RS06880
S.sanguinisNZ_GL872311.1	684759	685346		ribosome biogenesis GTP-binding protein YihA/YsxC		HMPREF9390_RS06875
S.sanguinisNZ_GL872311.1	685357	686586		ATP-dependent Clp protease ATP-binding subunit ClpX		HMPREF9390_RS06870
S.sanguinisNZ_GL872311.1	686638	686808		hypothetical protein		HMPREF9390_RS11715
S.sanguinisNZ_GL872311.1	686811	687323		dihydrofolate reductase		HMPREF9390_RS06860
S.sanguinisNZ_GL872311.1	687448	688287		thymidylate synthase		HMPREF9390_RS06855
S.sanguinisNZ_GL872311.1	688391	689350		ROK family glucokinase		HMPREF9390_RS06850
S.sanguinisNZ_GL872311.1	689463	689873		GNAT family N-acetyltransferase		HMPREF9390_RS06845
S.sanguinisNZ_GL872311.1	689945	690532		hypothetical protein		HMPREF9390_RS06840
S.sanguinisNZ_GL872311.1	690529	692397		ABC-F family ATP-binding cassette domain-containing protein		HMPREF9390_RS06835
S.sanguinisNZ_GL872311.1	692394	693593		CCA tRNA nucleotidyltransferase		HMPREF9390_RS06830
S.sanguinisNZ_GL872311.1	693590	694357		4-hydroxy-tetrahydrodipicolinate reductase		HMPREF9390_RS06825
S.sanguinisNZ_GL872311.1	694399	695247		DegV family protein		HMPREF9390_RS06820
S.sanguinisNZ_GL872311.1	695250	695624		DUF1149 family protein		HMPREF9390_RS06815
S.sanguinisNZ_GL872311.1	695750	697711		fructose-specific PTS transporter subunit EIIC		HMPREF9390_RS06810
S.sanguinisNZ_GL872311.1	697708	698619		1-phosphofructokinase		HMPREF9390_RS06805
S.sanguinisNZ_GL872311.1	698616	699359		DeoR/GlpR family DNA-binding transcription regulator		HMPREF9390_RS06800
S.sanguinisNZ_GL872311.1	699526	700509		CPBP family intramembrane metalloprotease		HMPREF9390_RS06795
S.sanguinisNZ_GL872311.1	700523	701152		TIGR01906 family membrane protein		HMPREF9390_RS06790
S.sanguinisNZ_GL872311.1	701145	701915		TIGR01457 family HAD-type hydrolase		HMPREF9390_RS06785
S.sanguinisNZ_GL872311.1	701927	702667		acyl-[acyl-carrier-protein] thioesterase		HMPREF9390_RS06780
S.sanguinisNZ_GL872311.1	702671	703801		radical SAM family heme chaperone HemW		HMPREF9390_RS06775
S.sanguinisNZ_GL872311.1	703918	704880		aminoglycoside phosphotransferase family protein		HMPREF9390_RS06770
S.sanguinisNZ_GL872311.1	704946	705746		pyrroline-5-carboxylate reductase		HMPREF9390_RS06765
S.sanguinisNZ_GL872311.1	705749	707011		glutamate-5-semialdehyde dehydrogenase		HMPREF9390_RS06760
S.sanguinisNZ_GL872311.1	707033	708142		glutamate 5-kinase		HMPREF9390_RS06755
S.sanguinisNZ_GL872311.1	708258	709154		RluA family pseudouridine synthase		HMPREF9390_RS06750
S.sanguinisNZ_GL872311.1	709138	709605		signal peptidase II		HMPREF9390_RS06745
