Accession	Begin	End	Chromosome	Name	Transcript name	Locus tag
S.sp.DD04NZ_KQ968977.1	472586	472849		phosphocarrier protein HPr		STRDD04_RS04985
S.sp.DD04NZ_KQ968977.1	473336	473554		glutaredoxin-like protein NrdH		STRDD04_RS04990
S.sp.DD04NZ_KQ968977.1	473649	475808		class 1b ribonucleoside-diphosphate reductase subunit alpha		STRDD04_RS04995
S.sp.DD04NZ_KQ968977.1	475947	476906		class 1b ribonucleoside-diphosphate reductase subunit beta		STRDD04_RS05000
S.sp.DD04NZ_KQ968977.1	477079	478632		signal recognition particle-docking protein FtsY		STRDD04_RS05005
S.sp.DD04NZ_KQ968977.1	478636	479454		Cof-type HAD-IIB family hydrolase		STRDD04_RS05010
S.sp.DD04NZ_KQ968977.1	479454	480248		HAD family hydrolase		STRDD04_RS05015
S.sp.DD04NZ_KQ968977.1	480250	483786		chromosome segregation protein SMC		STRDD04_RS05020
S.sp.DD04NZ_KQ968977.1	483786	484475		ribonuclease III		STRDD04_RS05025
S.sp.DD04NZ_KQ968977.1	484621	484980		YbaN family protein		STRDD04_RS05030
S.sp.DD04NZ_KQ968977.1	485166	485966		MBL fold metallo-hydrolase		STRDD04_RS05035
S.sp.DD04NZ_KQ968977.1	485959	487323		cell wall metabolism sensor histidine kinase VicK		STRDD04_RS05040
S.sp.DD04NZ_KQ968977.1	487316	488017		response regulator YycF		STRDD04_RS05045
S.sp.DD04NZ_KQ968977.1	488286	488696		hypothetical protein		STRDD04_RS05050
S.sp.DD04NZ_KQ968978.1	93	470		DUF1033 family protein		STRDD04_RS05055
S.sp.DD04NZ_KQ968978.1	545	1486		competence type IV pilus ATPase ComGA		STRDD04_RS05060
S.sp.DD04NZ_KQ968978.1	1434	2450		competence type IV pilus assembly protein ComGB		STRDD04_RS05065
S.sp.DD04NZ_KQ968978.1	2447	2764		competence type IV pilus major pilin ComGC		STRDD04_RS05070
S.sp.DD04NZ_KQ968978.1	2724	3158		competence type IV pilus minor pilin ComGD		STRDD04_RS05075
S.sp.DD04NZ_KQ968978.1	3124	3417		competence type IV pilus minor pilin ComGE		STRDD04_RS05080
S.sp.DD04NZ_KQ968978.1	3401	3838		competence type IV pilus minor pilin ComGF		STRDD04_RS05085
S.sp.DD04NZ_KQ968978.1	3819	4199		competence type IV pilus minor pilin ComGG		STRDD04_RS05090
S.sp.DD04NZ_KQ968978.1	4280	5233		class I SAM-dependent methyltransferase		STRDD04_RS05095
S.sp.DD04NZ_KQ968978.1	5282	6475		acetate kinase		STRDD04_RS05100
S.sp.DD04NZ_KQ968978.1	6658	7329		type II CAAX endopeptidase family protein		STRDD04_RS05105
S.sp.DD04NZ_KQ968978.1	7482	8120		hypothetical protein		STRDD04_RS05110
S.sp.DD04NZ_KQ968978.1	8297	9250		dihydropteroate synthase		STRDD04_RS05115
S.sp.DD04NZ_KQ968978.1	9253	10596		bifunctional folylpolyglutamate synthase/dihydrofolate synthase		STRDD04_RS05120
S.sp.DD04NZ_KQ968978.1	10577	11131		GTP cyclohydrolase I FolE		STRDD04_RS05125
S.sp.DD04NZ_KQ968978.1	11159	11971		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase		STRDD04_RS05130
S.sp.DD04NZ_KQ968978.1	12065	12772		ATP-binding cassette domain-containing protein		STRDD04_RS05135
S.sp.DD04NZ_KQ968978.1	12774	13562		ABC transporter permease		STRDD04_RS05140
S.sp.DD04NZ_KQ968978.1	13562	14284		lantibiotic ABC transporter permease		STRDD04_RS05145
S.sp.DD04NZ_KQ968978.1	14297	14995		response regulator transcription factor		STRDD04_RS05150
S.sp.DD04NZ_KQ968978.1	14962	15999		HAMP domain-containing sensor histidine kinase		STRDD04_RS05155
S.sp.DD04NZ_KQ968978.1	16148	16351		helix-turn-helix transcriptional regulator		STRDD04_RS05160
S.sp.DD04NZ_KQ968978.1	16348	16512		hypothetical protein		STRDD04_RS10940
S.sp.DD04NZ_KQ968978.1	16522	16956		hypothetical protein		STRDD04_RS05165
S.sp.DD04NZ_KQ968978.1	17152	17919		epoxyqueuosine reductase QueH		STRDD04_RS05170
S.sp.DD04NZ_KQ968978.1	18590	18793		helix-turn-helix transcriptional regulator		STRDD04_RS05175
S.sp.DD04NZ_KQ968978.1	18976	19299		plasmid maintenance system killer protein		STRDD04_RS05180
S.sp.DD04NZ_KQ968978.1	19312	19629		transcriptional regulator		STRDD04_RS05185
S.sp.DD04NZ_KQ968978.1	19661	20002		type II toxin-antitoxin system RelB/DinJ family antitoxin		STRDD04_RS05190
S.sp.DD04NZ_KQ968978.1	19983	20276		type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family		STRDD04_RS05195
S.sp.DD04NZ_KQ968978.1	20306	20683		hypothetical protein		STRDD04_RS05200
S.sp.DD04NZ_KQ968978.1	20932	21807		ImmA/IrrE family metallo-endopeptidase		STRDD04_RS05205
S.sp.DD04NZ_KQ968978.1	21804	22151		helix-turn-helix transcriptional regulator		STRDD04_RS05210
S.sp.DD04NZ_KQ968978.1	23236	23658		helix-turn-helix transcriptional regulator		STRDD04_RS05215
S.sp.DD04NZ_KQ968978.1	23658	23957		hypothetical protein		STRDD04_RS05220
S.sp.DD04NZ_KQ968978.1	24090	24422		hypothetical protein		STRDD04_RS05225
S.sp.DD04NZ_KQ968978.1	24592	24888		hypothetical protein		STRDD04_RS05230
S.sp.DD04NZ_KQ968978.1	24907	25380		hypothetical protein		STRDD04_RS05235
S.sp.DD04NZ_KQ968978.1	25401	27131		DUF853 family protein		STRDD04_RS05240
S.sp.DD04NZ_KQ968978.1	27404	28678		replication initiation factor domain-containing protein		STRDD04_RS05245
S.sp.DD04NZ_KQ968978.1	28679	29062		hypothetical protein		STRDD04_RS05250
S.sp.DD04NZ_KQ968978.1	29225	29449		hypothetical protein		STRDD04_RS05255
S.sp.DD04NZ_KQ968978.1	29506	29874		hypothetical protein		STRDD04_RS05260
S.sp.DD04NZ_KQ968978.1	31076	31306		hypothetical protein		STRDD04_RS05265
S.sp.DD04NZ_KQ968978.1	31467	31685		hypothetical protein		STRDD04_RS05270
S.sp.DD04NZ_KQ968978.1	31696	31836		hypothetical protein		STRDD04_RS10945
S.sp.DD04NZ_KQ968978.1	31854	32096		hypothetical protein		STRDD04_RS05275
S.sp.DD04NZ_KQ968978.1	32166	32645		hypothetical protein		STRDD04_RS05280
S.sp.DD04NZ_KQ968978.1	32705	33640		conjugal transfer protein		STRDD04_RS05285
S.sp.DD04NZ_KQ968978.1	33660	33884		TcpD family membrane protein		STRDD04_RS05290
S.sp.DD04NZ_KQ968978.1	33887	34282		TcpE family conjugal transfer membrane protein		STRDD04_RS05295
S.sp.DD04NZ_KQ968978.1	34279	36777		ATP-binding protein		STRDD04_RS05300
S.sp.DD04NZ_KQ968978.1	36826	38871		hypothetical protein		STRDD04_RS05305
S.sp.DD04NZ_KQ968978.1	38875	39957		phage tail tip lysozyme		STRDD04_RS05310
S.sp.DD04NZ_KQ968978.1	39978	40709		LPXTG cell wall anchor domain-containing protein		STRDD04_RS05315
S.sp.DD04NZ_KQ968978.1	42017	42698		LPXTG cell wall anchor domain-containing protein		STRDD04_RS05320
S.sp.DD04NZ_KQ968978.1	42912	43100		DUF3173 family protein		STRDD04_RS05325
S.sp.DD04NZ_KQ968978.1	43100	44236		site-specific integrase		STRDD04_RS05330
S.sp.DD04NZ_KQ968978.1	44320	44392		uncharacterized gene		STRDD04_RS05335
S.sp.DD04NZ_KQ968978.1	44320	44392		tRNA-Lys		STRDD04_RS05335
S.sp.DD04NZ_KQ968978.1	44397	44590		uncharacterized gene		STRDD04_RS05340
S.sp.DD04NZ_KQ968978.1	44397	44590		6S RNA		STRDD04_RS05340
S.sp.DD04NZ_KQ968978.1	44658	45926		replication-associated recombination protein A		STRDD04_RS05345
S.sp.DD04NZ_KQ968978.1	46014	46484		DUF3013 family protein		STRDD04_RS05350
S.sp.DD04NZ_KQ968978.1	46494	46943		NUDIX hydrolase		STRDD04_RS05355
S.sp.DD04NZ_KQ968978.1	46956	48398		hypothetical protein		STRDD04_RS05360
S.sp.DD04NZ_KQ968978.1	48406	49359		50S ribosomal protein L11 methyltransferase		STRDD04_RS05365
S.sp.DD04NZ_KQ968978.1	49360	50112		16S rRNA (uracil(1498)-N(3))-methyltransferase		STRDD04_RS05370
S.sp.DD04NZ_KQ968978.1	50159	52564		bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase		STRDD04_RS05375
S.sp.DD04NZ_KQ968978.1	52941	53619		hypothetical protein		STRDD04_RS05380
S.sp.DD04NZ_KQ968978.1	53609	53773		hypothetical protein		STRDD04_RS10950
S.sp.DD04NZ_KQ968978.1	53897	54598		hypothetical protein		STRDD04_RS05385
S.sp.DD04NZ_KQ968978.1	54543	55856		DUF2974 domain-containing protein		STRDD04_RS05390
S.sp.DD04NZ_KQ968978.1	55844	56254		hypothetical protein		STRDD04_RS05395
S.sp.DD04NZ_KQ968978.1	56251	56568		hypothetical protein		STRDD04_RS05400
S.sp.DD04NZ_KQ968978.1	57053	57794		HD domain-containing protein		STRDD04_RS05410
S.sp.DD04NZ_KQ968978.1	58307	59770		TGS domain-containing protein		STRDD04_RS05415
S.sp.DD04NZ_KQ968978.1	59820	60263		D-aminoacyl-tRNA deacylase		STRDD04_RS05420
S.sp.DD04NZ_KQ968978.1	60340	60535		transposase		STRDD04_RS10565
S.sp.DD04NZ_KQ968978.1	61791	62381		CDP-archaeol synthase		STRDD04_RS05425
S.sp.DD04NZ_KQ968978.1	62378	64891		PEP-utilizing enzyme		STRDD04_RS05430
S.sp.DD04NZ_KQ968978.1	64878	65510		CDP-alcohol phosphatidyltransferase family protein		STRDD04_RS05435
S.sp.DD04NZ_KQ968978.1	65503	66375		phosphatidylserine decarboxylase		STRDD04_RS05440
S.sp.DD04NZ_KQ968978.1	66360	67259		UbiA family prenyltransferase		STRDD04_RS05445
S.sp.DD04NZ_KQ968978.1	67259	69742		phosphoenolpyruvate synthase		STRDD04_RS05450
S.sp.DD04NZ_KQ968978.1	69729	70802		hypothetical protein		STRDD04_RS05455
S.sp.DD04NZ_KQ968978.1	70885	71676		nucleotidyltransferase domain-containing protein		STRDD04_RS05460
S.sp.DD04NZ_KQ968978.1	71812	72246		hypothetical protein		STRDD04_RS05465
S.sp.DD04NZ_KQ968978.1	72299	72928		N-acetyltransferase		STRDD04_RS05470
S.sp.DD04NZ_KQ968978.1	73002	73613		uncharacterized gene		STRDD04_RS05475
S.sp.DD04NZ_KQ968978.1	74900	75547		metal-dependent transcriptional regulator		STRDD04_RS05480
S.sp.DD04NZ_KQ968978.1	75946	79758		LPXTG cell wall anchor domain-containing protein		STRDD04_RS05485
S.sp.DD04NZ_KQ968978.1	79838	80332		thiol peroxidase		STRDD04_RS05490
S.sp.DD04NZ_KQ968978.1	80485	81414		metal ABC transporter substrate-binding lipoprotein/adhesin SsaB		STRDD04_RS05495
S.sp.DD04NZ_KQ968978.1	81432	82274		metal ABC transporter permease		STRDD04_RS05500
S.sp.DD04NZ_KQ968978.1	82276	82995		metal ABC transporter ATP-binding protein		STRDD04_RS05505
S.sp.DD04NZ_KQ968978.1	83142	85037		endopeptidase		STRDD04_RS05510
S.sp.DD04NZ_KQ968978.1	85116	85814		ion transporter		STRDD04_RS05515
S.sp.DD04NZ_KQ968978.1	86002	88503		leucine--tRNA ligase		STRDD04_RS05520
S.sp.DD04NZ_KQ968978.1	88825	89658		LysR family transcriptional regulator		STRDD04_RS05525
S.sp.DD04NZ_KQ968978.1	89775	90620		aldo/keto reductase		STRDD04_RS05530
S.sp.DD04NZ_KQ968978.1	90667	91428		carboxymuconolactone decarboxylase family protein		STRDD04_RS05535
S.sp.DD04NZ_KQ968978.1	91522	92559		alcohol dehydrogenase catalytic domain-containing protein		STRDD04_RS05540
S.sp.DD04NZ_KQ968978.1	92860	93549		VIT family protein		STRDD04_RS05545
S.sp.DD04NZ_KQ968978.1	93874	95685		glutamine--fructose-6-phosphate transaminase (isomerizing)		STRDD04_RS05550
S.sp.DD04NZ_KQ968978.1	96200	98001		ATP-dependent Clp protease ATP-binding subunit		STRDD04_RS05555
S.sp.DD04NZ_KQ968978.1	98172	98478		uncharacterized gene		STRDD04_RS05560
S.sp.DD04NZ_KQ968978.1	98620	98865		hypothetical protein		STRDD04_RS05565
S.sp.DD04NZ_KQ968978.1	99009	99134		hypothetical protein		STRDD04_RS11585
S.sp.DD04NZ_KQ968978.1	99266	101242		transketolase		STRDD04_RS05570
S.sp.DD04NZ_KQ968978.1	101361	101696		preprotein translocase subunit YajC		STRDD04_RS05575
S.sp.DD04NZ_KQ968978.1	101916	102665		isoprenyl transferase		STRDD04_RS05580
S.sp.DD04NZ_KQ968978.1	102680	103483		phosphatidate cytidylyltransferase		STRDD04_RS05585
S.sp.DD04NZ_KQ968978.1	103833	105089		RIP metalloprotease RseP		STRDD04_RS05590
S.sp.DD04NZ_KQ968978.1	105135	106985		proline--tRNA ligase		STRDD04_RS05595
S.sp.DD04NZ_KQ968978.1	107073	107456		PH domain-containing protein		STRDD04_RS05600
S.sp.DD04NZ_KQ968978.1	107574	111962		PolC-type DNA polymerase III		STRDD04_RS05605
S.sp.DD04NZ_KQ968978.1	111982	112134		hypothetical protein		STRDD04_RS11160
S.sp.DD04NZ_KQ968978.1	112156	113397		aminopeptidase		STRDD04_RS05610
S.sp.DD04NZ_KQ968978.1	113491	113720		uncharacterized gene		STRDD04_RS05615
S.sp.DD04NZ_KQ968978.1	113786	114418		peptide deformylase		STRDD04_RS05620
S.sp.DD04NZ_KQ968978.1	114615	115766		MFS transporter		STRDD04_RS05625
S.sp.DD04NZ_KQ968978.1	115776	116504		pseudouridine synthase		STRDD04_RS05630
S.sp.DD04NZ_KQ968978.1	116618	117112		DUF536 domain-containing protein		STRDD04_RS05635
S.sp.DD04NZ_KQ968978.1	117319	119073		glycerophosphodiester phosphodiesterase		STRDD04_RS05640
S.sp.DD04NZ_KQ968978.1	119211	119510		YbaB/EbfC family nucleoid-associated protein		STRDD04_RS05645
S.sp.DD04NZ_KQ968978.1	119930	120280		hypothetical protein		STRDD04_RS11445
S.sp.DD04NZ_KQ968978.1	120299	121630		AAA family ATPase		STRDD04_RS05650
S.sp.DD04NZ_KQ968978.1	121827	124118		Xaa-Pro dipeptidyl-peptidase		STRDD04_RS05655
S.sp.DD04NZ_KQ968978.1	124222	125091		aquaporin family protein		STRDD04_RS05660
S.sp.DD04NZ_KQ968978.1	125303	126037		proteinase		STRDD04_RS05665
S.sp.DD04NZ_KQ968978.1	126034	126969		serine hydrolase domain-containing protein		STRDD04_RS05670
S.sp.DD04NZ_KQ968978.1	127091	127969		mevalonate kinase		STRDD04_RS05675
S.sp.DD04NZ_KQ968978.1	127951	128898		diphosphomevalonate decarboxylase		STRDD04_RS05680
S.sp.DD04NZ_KQ968978.1	128888	129907		phosphomevalonate kinase		STRDD04_RS05685
S.sp.DD04NZ_KQ968978.1	129891	130910		type 2 isopentenyl-diphosphate Delta-isomerase		STRDD04_RS05690
S.sp.DD04NZ_KQ968978.1	130968	132251		hydroxymethylglutaryl-CoA reductase, degradative		STRDD04_RS05695
S.sp.DD04NZ_KQ968978.1	132248	133426		hydroxymethylglutaryl-CoA synthase		STRDD04_RS05700
S.sp.DD04NZ_KQ968978.1	133709	133877		uncharacterized gene		STRDD04_RS10955
S.sp.DD04NZ_KQ968978.1	134044	134321		threonine/serine exporter family protein		STRDD04_RS05705
S.sp.DD04NZ_KQ968978.1	134326	135084		threonine/serine exporter family protein		STRDD04_RS05710
S.sp.DD04NZ_KQ968978.1	135222	137537		formate C-acetyltransferase		STRDD04_RS05715
S.sp.DD04NZ_KQ968978.1	137765	138424		hypothetical protein		STRDD04_RS05720
S.sp.DD04NZ_KQ968978.1	138443	139507		DNA polymerase IV		STRDD04_RS05725
S.sp.DD04NZ_KQ968978.1	139701	142061		ATP-dependent RecD-like DNA helicase		STRDD04_RS05730
S.sp.DD04NZ_KQ968978.1	142140	142772		signal peptidase I		STRDD04_RS05735
S.sp.DD04NZ_KQ968978.1	142776	143660		ribonuclease HIII		STRDD04_RS05740
S.sp.DD04NZ_KQ968978.1	143801	144091		hypothetical protein		STRDD04_RS05745
S.sp.DD04NZ_KQ968978.1	144102	144653		CvpA family protein		STRDD04_RS05750
S.sp.DD04NZ_KQ968978.1	144714	147047		endonuclease MutS2		STRDD04_RS05755
S.sp.DD04NZ_KQ968978.1	147058	147702		GNAT family N-acetyltransferase		STRDD04_RS05760
S.sp.DD04NZ_KQ968978.1	147752	148069		uncharacterized gene		STRDD04_RS11450
S.sp.DD04NZ_KQ968978.1	148090	148975		uncharacterized gene		STRDD04_RS05765
S.sp.DD04NZ_KQ968978.1	149334	150752		C69 family dipeptidase		STRDD04_RS05770
S.sp.DD04NZ_KQ968978.1	150838	151152		thioredoxin		STRDD04_RS05775
S.sp.DD04NZ_KQ968978.1	151349	151743		uncharacterized gene		STRDD04_RS05780
S.sp.DD04NZ_KQ968978.1	151777	152451		DUF1129 family protein		STRDD04_RS05785
S.sp.DD04NZ_KQ968978.1	152470	153414		magnesium transporter CorA family protein		STRDD04_RS05790
S.sp.DD04NZ_KQ968978.1	153537	156368		excinuclease ABC subunit UvrA		STRDD04_RS05795
S.sp.DD04NZ_KQ968978.1	156523	157584		Xaa-Pro peptidase family protein		STRDD04_RS05800
S.sp.DD04NZ_KQ968978.1	157646	158206		elongation factor P		STRDD04_RS05805
S.sp.DD04NZ_KQ968978.1	158237	158626		Asp23/Gls24 family envelope stress response protein		STRDD04_RS05810
S.sp.DD04NZ_KQ968978.1	158619	159044		transcription antitermination factor NusB		STRDD04_RS05815
S.sp.DD04NZ_KQ968978.1	159402	159553		uncharacterized gene		STRDD04_RS11455
S.sp.DD04NZ_KQ968978.1	159596	159796		helix-turn-helix domain-containing protein		STRDD04_RS10570
S.sp.DD04NZ_KQ968978.1	160069	163842		pullulanase		STRDD04_RS05820
S.sp.DD04NZ_KQ968978.1	163987	164952		LacI family DNA-binding transcriptional regulator		STRDD04_RS05825
S.sp.DD04NZ_KQ968978.1	164933	166387		sucrose-6-phosphate hydrolase		STRDD04_RS05830
S.sp.DD04NZ_KQ968978.1	166582	168468		sucrose-specific PTS transporter subunit IIBC		STRDD04_RS05835
S.sp.DD04NZ_KQ968978.1	168629	169546		ROK family protein		STRDD04_RS05840
S.sp.DD04NZ_KQ968978.1	169578	169988		peptide deformylase		STRDD04_RS05845
S.sp.DD04NZ_KQ968978.1	170146	170604		winged helix DNA-binding protein		STRDD04_RS05850
S.sp.DD04NZ_KQ968978.1	170597	172363		ABC transporter ATP-binding protein		STRDD04_RS05855
S.sp.DD04NZ_KQ968978.1	172353	174110		ABC transporter ATP-binding protein		STRDD04_RS05860
S.sp.DD04NZ_KQ968978.1	174300	175451		DUF4352 domain-containing protein		STRDD04_RS05865
S.sp.DD04NZ_KQ968978.1	175864	176126		uncharacterized gene		STRDD04_RS10580
S.sp.DD04NZ_KQ968978.1	176315	176815		phosphatase PAP2 family protein		STRDD04_RS05875
S.sp.DD04NZ_KQ968978.1	176982	177671		phosphoglycerate mutase family protein		STRDD04_RS05880
S.sp.DD04NZ_KQ968978.1	177827	178405		M15 family metallopeptidase		STRDD04_RS05885
S.sp.DD04NZ_KQ968978.1	178492	179838		NADP-specific glutamate dehydrogenase		STRDD04_RS05890
S.sp.DD04NZ_KQ968978.1	180074	181012		dihydroorotate oxidase		STRDD04_RS05895
S.sp.DD04NZ_KQ968978.1	181155	182090		peptide-methionine (R)-S-oxide reductase MsrB		STRDD04_RS05900
S.sp.DD04NZ_KQ968978.1	182228	182767		DUF4947 domain-containing protein		STRDD04_RS05905
S.sp.DD04NZ_KQ968978.1	182691	182855		DUF4947 domain-containing protein		STRDD04_RS11590
S.sp.DD04NZ_KQ968978.1	182946	182997		hypothetical protein		STRDD04_RS11595
S.sp.DD04NZ_KQ968978.1	183018	184196		TRZ/ATZ family protein		STRDD04_RS05910
S.sp.DD04NZ_KQ968978.1	184468	186366		beta-glucoside-specific PTS transporter subunit IIABC		STRDD04_RS05915
S.sp.DD04NZ_KQ968978.1	186472	187740		CapA family protein		STRDD04_RS05920
S.sp.DD04NZ_KQ968978.1	187924	188796		AraC family transcriptional regulator		STRDD04_RS05925
S.sp.DD04NZ_KQ968978.1	189271	190494		glycoside hydrolase family 1 protein		STRDD04_RS05930
S.sp.DD04NZ_KQ968978.1	190484	190870		VOC family protein		STRDD04_RS05935
S.sp.DD04NZ_KQ968978.1	191274	192101		Cof-type HAD-IIB family hydrolase		STRDD04_RS05940
S.sp.DD04NZ_KQ968978.1	192102	192734		SGNH/GDSL hydrolase family protein		STRDD04_RS05945
S.sp.DD04NZ_KQ968978.1	192932	194164		GBS Bsp-like repeat-containing protein		STRDD04_RS10960
S.sp.DD04NZ_KQ968978.1	194082	194927		LD-carboxypeptidase LdcB/DacB		STRDD04_RS10965
S.sp.DD04NZ_KQ968978.1	195491	196744		group II intron reverse transcriptase/maturase		STRDD04_RS05960
S.sp.DD04NZ_KQ968978.1	196833	197270		GNAT family N-acetyltransferase		STRDD04_RS05965
S.sp.DD04NZ_KQ968978.1	197617	199392		pyruvate oxidase		STRDD04_RS05970
S.sp.DD04NZ_KQ968978.1	199760	200020		SemiSWEET family transporter		STRDD04_RS05975
S.sp.DD04NZ_KQ968978.1	200275	201714		6-phospho-beta-glucosidase		STRDD04_RS05980
S.sp.DD04NZ_KQ968978.1	201827	202507		response regulator transcription factor		STRDD04_RS05985
S.sp.DD04NZ_KQ968978.1	202510	203385		HAMP domain-containing sensor histidine kinase		STRDD04_RS05990
S.sp.DD04NZ_KQ968978.1	203427	204191		lantibiotic ABC transporter permease		STRDD04_RS05995
S.sp.DD04NZ_KQ968978.1	204188	205117		ATP-binding cassette domain-containing protein		STRDD04_RS06000
S.sp.DD04NZ_KQ968978.1	205508	207231		uncharacterized gene		STRDD04_RS06005
S.sp.DD04NZ_KQ968978.1	207718	208647		uncharacterized gene		STRDD04_RS06010
S.sp.DD04NZ_KQ968978.1	208756	209013		uncharacterized gene		STRDD04_RS06015
S.sp.DD04NZ_KQ968978.1	209133	210389		hypothetical protein		STRDD04_RS06020
S.sp.DD04NZ_KQ968978.1	210397	211317		DUF4238 domain-containing protein		STRDD04_RS06025
S.sp.DD04NZ_KQ968978.1	212054	214306		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase		STRDD04_RS06030
S.sp.DD04NZ_KQ968978.1	214444	215322		methylenetetrahydrofolate reductase [NAD(P)H]		STRDD04_RS06035
S.sp.DD04NZ_KQ968978.1	215324	216268		AraC family transcriptional regulator		STRDD04_RS06040
S.sp.DD04NZ_KQ968978.1	216377	218614		alpha-galactosidase		STRDD04_RS06045
S.sp.DD04NZ_KQ968978.1	218857	219720		HAD family hydrolase		STRDD04_RS06050
S.sp.DD04NZ_KQ968978.1	219732	220328		histidine phosphatase family protein		STRDD04_RS06055
S.sp.DD04NZ_KQ968978.1	220325	220927		histidine phosphatase family protein		STRDD04_RS06060
S.sp.DD04NZ_KQ968978.1	221008	221481		hypothetical protein		STRDD04_RS06065
S.sp.DD04NZ_KQ968978.1	221462	222373		phosphodiester glycosidase family protein		STRDD04_RS06070
S.sp.DD04NZ_KQ968978.1	222370	223419		bifunctional glycosyltransferase family 2/GtrA family protein		STRDD04_RS06075
S.sp.DD04NZ_KQ968978.1	223941	224402		hypothetical protein		STRDD04_RS06080
S.sp.DD04NZ_KQ968978.1	224405	225214		hypothetical protein		STRDD04_RS06085
S.sp.DD04NZ_KQ968978.1	225192	226169		hypothetical protein		STRDD04_RS06090
S.sp.DD04NZ_KQ968978.1	226286	227950		hypothetical protein		STRDD04_RS06095
S.sp.DD04NZ_KQ968978.1	227966	228991		hypothetical protein		STRDD04_RS06100
S.sp.DD04NZ_KQ968978.1	229832	230131		transposase		STRDD04_RS06105
S.sp.DD04NZ_KQ968978.1	230592	233645		AAA family ATPase		STRDD04_RS06110
S.sp.DD04NZ_KQ968978.1	233731	234738		formimidoylglutamase		STRDD04_RS06115
S.sp.DD04NZ_KQ968978.1	234864	236405		histidine ammonia-lyase		STRDD04_RS06120
S.sp.DD04NZ_KQ968978.1	236599	237121		IS30 family transposase		STRDD04_RS06125
S.sp.DD04NZ_KQ968978.1	237157	238497		APC family permease		STRDD04_RS06130
S.sp.DD04NZ_KQ968978.1	238573	239172		HutD family protein		STRDD04_RS06135
S.sp.DD04NZ_KQ968978.1	239185	240858		formate--tetrahydrofolate ligase		STRDD04_RS06140
S.sp.DD04NZ_KQ968978.1	240925	241551		cyclodeaminase/cyclohydrolase family protein		STRDD04_RS06145
S.sp.DD04NZ_KQ968978.1	241566	242465		glutamate formimidoyltransferase		STRDD04_RS06150
S.sp.DD04NZ_KQ968978.1	242583	244613		urocanate hydratase		STRDD04_RS06155
S.sp.DD04NZ_KQ968978.1	244813	246078		imidazolonepropionase		STRDD04_RS06160
S.sp.DD04NZ_KQ968978.1	246257	246547		30S ribosomal protein S6		STRDD04_RS06165
S.sp.DD04NZ_KQ968978.1	246560	247057		single-stranded DNA-binding protein		STRDD04_RS06170
S.sp.DD04NZ_KQ968978.1	247090	247329		30S ribosomal protein S18		STRDD04_RS06175
S.sp.DD04NZ_KQ968978.1	247649	248488		class I SAM-dependent methyltransferase		STRDD04_RS06180
S.sp.DD04NZ_KQ968978.1	248576	249487		DMT family transporter		STRDD04_RS06185
S.sp.DD04NZ_KQ968978.1	249600	250226		TVP38/TMEM64 family protein		STRDD04_RS06190
S.sp.DD04NZ_KQ968978.1	250639	251769		sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC		STRDD04_RS06195
S.sp.DD04NZ_KQ968978.1	251925	252452		YqeG family HAD IIIA-type phosphatase		STRDD04_RS06200
S.sp.DD04NZ_KQ968978.1	252459	253565		ribosome biogenesis GTPase YqeH		STRDD04_RS06205
S.sp.DD04NZ_KQ968978.1	253672	253983		ribosome assembly RNA-binding protein YhbY		STRDD04_RS06210
S.sp.DD04NZ_KQ968978.1	254012	254644		nicotinate-nucleotide adenylyltransferase		STRDD04_RS06215
S.sp.DD04NZ_KQ968978.1	254641	255243		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK		STRDD04_RS06220
S.sp.DD04NZ_KQ968978.1	255253	255618		ribosome silencing factor		STRDD04_RS06225
S.sp.DD04NZ_KQ968978.1	255694	256428		class I SAM-dependent methyltransferase		STRDD04_RS06230
S.sp.DD04NZ_KQ968978.1	256430	257521		nucleotidyltransferase		STRDD04_RS06235
S.sp.DD04NZ_KQ968978.1	257660	258541		fructose-bisphosphate aldolase		STRDD04_RS06240
S.sp.DD04NZ_KQ968978.1	258824	259816		ATP-binding cassette domain-containing protein		STRDD04_RS06245
S.sp.DD04NZ_KQ968978.1	259818	260636		ABC-2 family transporter protein		STRDD04_RS06250
S.sp.DD04NZ_KQ968978.1	260638	261423		ABC transporter permease		STRDD04_RS06255
S.sp.DD04NZ_KQ968978.1	261524	261596		uncharacterized gene		STRDD04_RS06260
S.sp.DD04NZ_KQ968978.1	261524	261596		tRNA-Thr		STRDD04_RS06260
S.sp.DD04NZ_KQ968978.1	261773	262219		LytTR family DNA-binding domain-containing protein		STRDD04_RS06265
S.sp.DD04NZ_KQ968978.1	262225	262890		hypothetical protein		STRDD04_RS06270
S.sp.DD04NZ_KQ968978.1	263023	263211		50S ribosomal protein L28		STRDD04_RS06275
S.sp.DD04NZ_KQ968978.1	263359	263724		Asp23/Gls24 family envelope stress response protein		STRDD04_RS06280
S.sp.DD04NZ_KQ968978.1	263727	265391		DAK2 domain-containing protein		STRDD04_RS06285
S.sp.DD04NZ_KQ968978.1	265496	266047		SP0191 family lipoprotein		STRDD04_RS06290
